slide_id,fold_ids,num_folds,status,low_h5_path,high_h5_path,n_low,n_high,low_x_min,low_x_max,low_y_min,low_y_max,low_range_x,low_range_y,high_x_min,high_x_max,high_y_min,high_y_max,high_range_x,high_range_y,range_ratio_x,range_ratio_y
25025102B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025102B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025102B2.h5,401,5777,7696.0,147856.0,2752.0,84282.0,140160.0,81530.0,7696.0,150480.0,2752.0,85306.0,142784.0,82554.0,1.0187214611872146,1.0125597939408806
25025109B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025109B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025109B2.h5,359,5272,7792.0,143941.0,14880.0,80416.0,136149.0,65536.0,7792.0,166171.0,3856.0,81472.0,158379.0,77616.0,1.1632769979948439,1.184326171875
25025240B,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025240B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025240B.h5,146,2110,10176.0,100513.0,8368.0,54928.0,90337.0,46560.0,10176.0,101537.0,8368.0,61072.0,91361.0,52704.0,1.0113353332521557,1.131958762886598
25025245B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025245B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025245B2.h5,247,3596,11760.0,128375.0,6657.0,65411.0,116615.0,58754.0,7664.0,132471.0,6657.0,70145.0,124807.0,63488.0,1.0702482527976676,1.080573237566804
25025251B,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025251B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025251B.h5,206,2941,17264.0,137937.0,6401.0,64114.0,120673.0,57713.0,17264.0,138961.0,6401.0,68210.0,121697.0,61809.0,1.008485742461031,1.070971878086393
25025262B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025262B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025262B2.h5,196,2904,8320.0,128662.0,6544.0,47824.0,120342.0,41280.0,8320.0,129686.0,6544.0,51920.0,121366.0,45376.0,1.0085090824483556,1.0992248062015504
25025291B,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025291B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025291B.h5,238,3428,7616.0,111984.0,16658.0,86307.0,104368.0,69649.0,7616.0,114032.0,16658.0,87331.0,106416.0,70673.0,1.019622872911237,1.0147022929259573
25025293B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025293B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025293B2.h5,203,2659,7712.0,132773.0,6993.0,63425.0,125061.0,56432.0,7712.0,134821.0,6993.0,66497.0,127109.0,59504.0,1.0163760085078481,1.0544371987524808
25025297B,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025297B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025297B.h5,310,4651,7872.0,136709.0,6736.0,82680.0,128837.0,75944.0,7872.0,137733.0,6736.0,85752.0,129861.0,79016.0,1.007948027352391,1.040450858527336
25025298B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025298B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025298B2.h5,386,5726,7600.0,149489.0,0.0,78832.0,141889.0,78832.0,7600.0,151537.0,0.0,80880.0,143937.0,80880.0,1.0144338179844807,1.0259792977471078
25025506B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025506B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025506B.h5,218,3046,13153.0,127623.0,1232.0,70897.0,114470.0,69665.0,13153.0,129671.0,1232.0,73969.0,116518.0,72737.0,1.0178911505197867,1.0440967487260462
25025509B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025509B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025509B2.h5,229,3442,7536.0,141778.0,6944.0,75297.0,134242.0,68353.0,7536.0,141778.0,6944.0,77345.0,134242.0,70401.0,1.0,1.0299621084663437
25025510B1,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025510B1.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025510B1.h5,336,5062,7568.0,140593.0,1600.0,75328.0,133025.0,73728.0,7568.0,141617.0,1600.0,78400.0,134049.0,76800.0,1.0076978011651945,1.0416666666666667
25025510B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025510B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025510B3.h5,325,4841,7616.0,141143.0,14737.0,84369.0,133527.0,69632.0,7616.0,144215.0,14737.0,87441.0,136599.0,72704.0,1.0230065829382822,1.0441176470588236
25025567B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025567B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025567B3.h5,287,4188,7904.0,136005.0,1776.0,82705.0,128101.0,80929.0,7904.0,138053.0,1776.0,83729.0,130149.0,81953.0,1.0159873849540597,1.0126530662679634
25025567B4,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025567B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025567B4.h5,105,1402,7824.0,118806.0,7776.0,56224.0,110982.0,48448.0,7824.0,121878.0,7776.0,58272.0,114054.0,50496.0,1.0276801643509759,1.0422721268163804
25025569B,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025569B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025569B.h5,51,628,7568.0,105844.0,15872.0,48416.0,98276.0,32544.0,7568.0,106868.0,15872.0,51488.0,99300.0,35616.0,1.0104196344987586,1.0943952802359882
25025570B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025570B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025570B2.h5,422,6303,11408.0,148151.0,7728.0,81825.0,136743.0,74097.0,11408.0,149175.0,7728.0,85552.0,137767.0,77824.0,1.007488500325428,1.0502989324803973
25025575B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025575B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025575B2.h5,385,5776,11072.0,149793.0,944.0,80016.0,138721.0,79072.0,11072.0,151841.0,944.0,83088.0,140769.0,82144.0,1.0147634460535895,1.0388506677458518
25025602B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025602B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025602B2.h5,506,7540,7712.0,171805.0,2320.0,81856.0,164093.0,79536.0,7712.0,175837.0,2320.0,82880.0,168125.0,80560.0,1.0245714320537744,1.0128746731040033
25025616B,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025616B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025616B.h5,136,1913,7793.0,93144.0,6769.0,62385.0,85351.0,55616.0,7793.0,94168.0,6769.0,65457.0,86375.0,58688.0,1.0119975161392367,1.0552359033371692
25025675B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025675B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025675B2.h5,310,4414,7632.0,123152.0,7136.0,76097.0,115520.0,68961.0,7632.0,125200.0,7136.0,80193.0,117568.0,73057.0,1.0177285318559557,1.0593958904308232
25025788B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025788B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025788B2.h5,445,6674,7488.0,154770.0,10193.0,83921.0,147282.0,73728.0,7488.0,166979.0,10129.0,86993.0,159491.0,76864.0,1.08289539794408,1.0425347222222223
25025951B,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025951B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025951B.h5,265,3887,7696.0,122688.0,7568.0,80032.0,114992.0,72464.0,7696.0,125760.0,7568.0,81056.0,118064.0,73488.0,1.0267149019062196,1.0141311547803047
25025953B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025953B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025953B2.h5,410,5950,8704.0,157568.0,7344.0,76976.0,148864.0,69632.0,8704.0,168592.0,7344.0,79207.0,159888.0,71863.0,1.0740541702493551,1.0320398667279411
25025954B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025954B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025954B3.h5,40,435,6352.0,89367.0,11600.0,36961.0,83015.0,25361.0,6352.0,90391.0,9104.0,39009.0,84039.0,29905.0,1.0123351201590074,1.1791727455541974
25025960B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025960B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025960B2.h5,195,2649,7760.0,116848.0,7184.0,72496.0,109088.0,65312.0,7760.0,119920.0,7184.0,74544.0,112160.0,67360.0,1.0281607509533588,1.0313571778539932
25025975B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25025975B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25025975B2.h5,154,2129,7952.0,115666.0,10112.0,61314.0,107714.0,51202.0,7952.0,121394.0,10112.0,65410.0,113442.0,55298.0,1.0531778598882224,1.0799968751220654
25026075B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026075B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026075B2.h5,196,2883,8144.0,143457.0,6528.0,41648.0,135313.0,35120.0,8144.0,145505.0,6528.0,42672.0,137361.0,36144.0,1.0151352789458514,1.0291571753986333
25026081B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026081B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026081B2.h5,240,3397,38897.0,152228.0,8081.0,76609.0,113331.0,68528.0,38897.0,156324.0,8081.0,78657.0,117427.0,70576.0,1.0361419205689528,1.029885594209666
25026103B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026103B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026103B2.h5,213,3274,7712.0,133079.0,7040.0,68000.0,125367.0,60960.0,7712.0,134103.0,7040.0,71072.0,126391.0,64032.0,1.0081680186971054,1.0503937007874016
25026103B3,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026103B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026103B3.h5,174,2557,7568.0,128675.0,6320.0,55472.0,121107.0,49152.0,7568.0,130723.0,6320.0,57520.0,123155.0,51200.0,1.0169106657748932,1.0416666666666667
25026144B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026144B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026144B2.h5,282,4093,9856.0,118417.0,48.0,69904.0,108561.0,69856.0,9856.0,122513.0,48.0,71728.0,112657.0,71680.0,1.0377299398494855,1.026110856619331
25026144B3,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026144B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026144B3.h5,252,3365,7600.0,117575.0,10784.0,73488.0,109975.0,62704.0,7600.0,120647.0,7952.0,78608.0,113047.0,70656.0,1.0279336212775632,1.1268180658331206
25026163B,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026163B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026163B.h5,336,4868,7696.0,139219.0,6752.0,72288.0,131523.0,65536.0,7696.0,142291.0,6752.0,75360.0,134595.0,68608.0,1.0233571314522936,1.046875
25026180B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026180B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026180B2.h5,415,6279,7744.0,150710.0,7888.0,78864.0,142966.0,70976.0,7744.0,151734.0,7888.0,81936.0,143990.0,74048.0,1.0071625421428871,1.043282236248873
25026254B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026254B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026254B2.h5,379,5696,7856.0,148162.0,6657.0,76444.0,140306.0,69787.0,7856.0,152258.0,6657.0,77859.0,144402.0,71202.0,1.0291933345687283,1.0202759826328687
25026285B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026285B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026285B2.h5,368,5526,9904.0,133713.0,2160.0,85616.0,123809.0,83456.0,9904.0,135761.0,2160.0,86640.0,125857.0,84480.0,1.0165416084452665,1.0122699386503067
25026291B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026291B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026291B2.h5,450,6838,7632.0,155590.0,6624.0,80352.0,147958.0,73728.0,7632.0,169547.0,6624.0,84448.0,161915.0,77824.0,1.094330823612106,1.0555555555555556
25026294B3,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026294B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026294B3.h5,416,5954,4176.0,156949.0,6656.0,76288.0,152773.0,69632.0,4176.0,158997.0,6656.0,78336.0,154821.0,71680.0,1.0134055101359534,1.0294117647058822
25026499B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026499B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026499B3.h5,296,4304,8032.0,145991.0,4112.0,69648.0,137959.0,65536.0,8032.0,150087.0,4112.0,73744.0,142055.0,69632.0,1.0296899803564827,1.0625
25026509B,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026509B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026509B.h5,202,2939,8080.0,122690.0,6497.0,63025.0,114610.0,56528.0,8080.0,123714.0,6497.0,64049.0,115634.0,57552.0,1.0089346479364802,1.0181149165015568
25026669B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026669B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026669B2.h5,233,3176,7520.0,139777.0,6800.0,78849.0,132257.0,72049.0,7520.0,140817.0,6800.0,80897.0,133297.0,74097.0,1.007863477925554,1.0284250995850046
25026740B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026740B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026740B2.h5,333,4969,8000.0,118082.0,7104.0,82240.0,110082.0,75136.0,8000.0,118082.0,6624.0,83264.0,110082.0,76640.0,1.0,1.0200170357751277
25026752B,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026752B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026752B.h5,148,2142,8192.0,95924.0,6640.0,55328.0,87732.0,48688.0,8192.0,98996.0,6640.0,59424.0,90804.0,52784.0,1.0350157297223361,1.0841275057509037
25026782B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026782B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026782B3.h5,205,2791,7504.0,134097.0,6640.0,61345.0,126593.0,54705.0,7504.0,135121.0,6640.0,62369.0,127617.0,55729.0,1.0080889148689105,1.018718581482497
25026797B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026797B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026797B2.h5,76,1002,22337.0,108918.0,6928.0,69153.0,86581.0,62225.0,21857.0,124441.0,5488.0,71201.0,102584.0,65713.0,1.184832700015015,1.0560546404178386
25026798B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25026798B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25026798B2.h5,410,5921,7600.0,157076.0,5072.0,83136.0,149476.0,78064.0,7600.0,160148.0,5072.0,86992.0,152548.0,81920.0,1.020551794267976,1.0493953679032588
25027122B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027122B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027122B2.h5,247,3580,9552.0,116662.0,6353.0,59682.0,107110.0,53329.0,9552.0,119734.0,6353.0,63778.0,110182.0,57425.0,1.028680795443936,1.076806240507041
25027131B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027131B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027131B2.h5,315,4565,7552.0,166167.0,4512.0,72720.0,158615.0,68208.0,7552.0,172311.0,4512.0,74768.0,164759.0,70256.0,1.0387353024619361,1.0300258034248182
25027135B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027135B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027135B3.h5,196,2843,13120.0,107904.0,14049.0,78930.0,94784.0,64881.0,13120.0,109952.0,13425.0,81633.0,96832.0,68208.0,1.0216070222822418,1.0512784944744995
25027167B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027167B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027167B2.h5,239,3488,7696.0,112565.0,12625.0,66930.0,104869.0,54305.0,7696.0,113589.0,12625.0,70002.0,105893.0,57377.0,1.00976456340768,1.0565693766688151
25027181B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027181B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027181B2.h5,135,1769,9104.0,101841.0,0.0,76952.0,92737.0,76952.0,9104.0,104913.0,0.0,81048.0,95809.0,81048.0,1.033125936788984,1.0532279862771599
25027181B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027181B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027181B3.h5,185,2519,9376.0,103670.0,7089.0,72625.0,94294.0,65536.0,7888.0,105718.0,7089.0,75697.0,97830.0,68608.0,1.037499734871784,1.046875
25027181B4,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027181B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027181B4.h5,406,6197,7696.0,133648.0,4208.0,83648.0,125952.0,79440.0,7696.0,136720.0,4208.0,86720.0,129024.0,82512.0,1.024390243902439,1.0386706948640483
25027181B5,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027181B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027181B5.h5,316,4677,7696.0,132704.0,3632.0,77360.0,125008.0,73728.0,7696.0,135776.0,3632.0,78384.0,128080.0,74752.0,1.0245744272366568,1.0138888888888888
25027181B6,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027181B6.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027181B6.h5,145,2130,7824.0,101783.0,12992.0,66432.0,93959.0,53440.0,7824.0,105879.0,12992.0,68480.0,98055.0,55488.0,1.0435934822635404,1.038323353293413
25027193B,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027193B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027193B.h5,295,4317,7760.0,130840.0,5520.0,75554.0,123080.0,70034.0,7760.0,132472.0,5520.0,76578.0,124712.0,71058.0,1.0132596685082873,1.0146214695719222
25027290B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027290B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027290B2.h5,420,6087,8240.0,163094.0,3520.0,81344.0,154854.0,77824.0,8240.0,167190.0,3520.0,85210.0,158950.0,81690.0,1.0264507213246026,1.0496761924342106
25027606B3,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027606B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027606B3.h5,152,2077,11169.0,94648.0,2224.0,77809.0,83479.0,75585.0,11169.0,95672.0,2224.0,79857.0,84503.0,77633.0,1.012266558056517,1.0270953231461268
25027636B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027636B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027636B2.h5,344,4805,7680.0,133078.0,2976.0,73777.0,125398.0,70801.0,7680.0,137174.0,592.0,75825.0,129494.0,75233.0,1.0326639978309065,1.0625979859041539
25027718B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027718B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027718B2.h5,237,3523,7856.0,97688.0,4224.0,77952.0,89832.0,73728.0,7856.0,101784.0,4224.0,79104.0,93928.0,74880.0,1.0455962240626948,1.015625
25027723B4,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027723B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027723B4.h5,248,3532,7776.0,142304.0,6192.0,75649.0,134528.0,69457.0,7776.0,144352.0,6192.0,77697.0,136576.0,71505.0,1.0152235965746907,1.029485868954893
25027770B,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25027770B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25027770B.h5,218,3071,7632.0,142802.0,7216.0,75090.0,135170.0,67874.0,7632.0,146450.0,7216.0,79186.0,138818.0,71970.0,1.026988237034845,1.0603471137696319
25028010B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028010B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028010B2.h5,144,1946,7968.0,95025.0,13634.0,71874.0,87057.0,58240.0,7968.0,98097.0,13634.0,72898.0,90129.0,59264.0,1.0352872256108068,1.0175824175824175
25028010B2a,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028010B2a.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028010B2a.h5,132,1839,11808.0,99442.0,6785.0,64129.0,87634.0,57344.0,11808.0,100466.0,6785.0,66177.0,88658.0,59392.0,1.0116849624574937,1.0357142857142858
25028010B3,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028010B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028010B3.h5,239,3182,7728.0,151212.0,7281.0,73431.0,143484.0,66150.0,7728.0,153260.0,7281.0,77578.0,145532.0,70297.0,1.0142733684592011,1.0626908541194255
25028014B4,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028014B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028014B4.h5,167,2330,7664.0,111058.0,6112.0,75792.0,103394.0,69680.0,7664.0,112082.0,6112.0,76816.0,104418.0,70704.0,1.009903862893398,1.0146957520091848
25028014B5,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028014B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028014B5.h5,177,2594,7680.0,110117.0,6448.0,62065.0,102437.0,55617.0,7680.0,119831.0,240.0,65137.0,112151.0,64897.0,1.0948290168591428,1.1668554578636028
25028014B6,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028014B6.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028014B6.h5,81,1074,8320.0,92304.0,7313.0,52369.0,83984.0,45056.0,8320.0,96400.0,7313.0,55560.0,88080.0,48247.0,1.0487711945132405,1.0708229758522727
25028014B7,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028014B7.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028014B7.h5,97,1311,8544.0,104656.0,6433.0,54417.0,96112.0,47984.0,8544.0,113968.0,6433.0,64844.0,105424.0,58411.0,1.0968869652072581,1.217301600533511
25028134B,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028134B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028134B.h5,290,4196,7648.0,131115.0,5936.0,75152.0,123467.0,69216.0,7648.0,137259.0,5936.0,78224.0,129611.0,72288.0,1.0497622846590586,1.044382801664355
25028147B3,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028147B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028147B3.h5,138,1958,7728.0,110966.0,11906.0,53426.0,103238.0,41520.0,7728.0,117290.0,11906.0,65434.0,109562.0,53528.0,1.061256514074275,1.2892100192678226
25028151B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028151B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028151B2.h5,178,2445,7728.0,129865.0,5664.0,74369.0,122137.0,68705.0,7728.0,132361.0,5664.0,77441.0,124633.0,71777.0,1.0204360676944741,1.0447129029910487
25028151B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028151B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028151B3.h5,283,4005,25793.0,157495.0,5392.0,74737.0,131702.0,69345.0,25793.0,160567.0,6416.0,77809.0,134774.0,71393.0,1.0233253860989202,1.0295334919604875
25028186B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028186B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028186B2.h5,286,4181,11136.0,145698.0,4192.0,71888.0,134562.0,67696.0,11136.0,145698.0,4192.0,75984.0,134562.0,71792.0,1.0,1.0605057905932405
25028210B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028210B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028210B2.h5,133,1784,15713.0,112985.0,6736.0,61635.0,97272.0,54899.0,15713.0,116057.0,6736.0,64707.0,100344.0,57971.0,1.0315815445349124,1.0559573034117198
25028514B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028514B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028514B.h5,128,1741,7552.0,83408.0,7696.0,74657.0,75856.0,66961.0,7552.0,87504.0,7696.0,78753.0,79952.0,71057.0,1.05399704703649,1.0611699347381311
25028520B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028520B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028520B3.h5,151,2200,68434.0,181254.0,6800.0,66322.0,112820.0,59522.0,68434.0,187606.0,6800.0,78792.0,119172.0,71992.0,1.0563020741003368,1.2095023688720137
25028738B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028738B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028738B2.h5,212,3080,7808.0,111028.0,9921.0,67650.0,103220.0,57729.0,7808.0,113076.0,9921.0,71746.0,105268.0,61825.0,1.0198411160627785,1.0709522077292175
25028862B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028862B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028862B2.h5,189,2597,7552.0,105559.0,8209.0,69137.0,98007.0,60928.0,7552.0,106583.0,8209.0,73233.0,99031.0,65024.0,1.0104482332894589,1.0672268907563025
25028868B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028868B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028868B2.h5,120,1658,8080.0,104584.0,6449.0,39953.0,96504.0,33504.0,8080.0,108680.0,6449.0,43313.0,100600.0,36864.0,1.042443836524911,1.1002865329512894
25028879B3,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028879B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028879B3.h5,283,4014,7680.0,158512.0,3792.0,77241.0,150832.0,73449.0,7680.0,159536.0,3792.0,79289.0,151856.0,75497.0,1.0067890102895938,1.02788329316941
25028885B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25028885B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25028885B2.h5,252,3730,9888.0,113366.0,4112.0,86290.0,103478.0,82178.0,9888.0,113366.0,4112.0,87314.0,103478.0,83202.0,1.0,1.012460755920076
